member_id,customer_name,gender,age,city,region,membership_tier,join_date,preferred_store_format,is_active_member
M00833,Daniel Ray,Female,30,Wuhan,Central China,Gold,2022-07-26,Mall Warehouse,1
M00834,Karen Fernandez,Female,36,Tianjin,North China,Silver,2024-05-11,Community Warehouse,1
M00835,Michael Thompson,Male,43,Suzhou,East China,Silver,2026-04-03,Mall Warehouse,1
M00836,Julia Norris,Female,33,Shanghai,East China,Platinum,2022-05-25,Community Warehouse,1
M00837,Kevin Nguyen,Male,23,Shenzhen,South China,Silver,2024-10-19,Warehouse Outlet,1
M00838,Joshua Young,Female,39,Qingdao,North China,Silver,2024-03-26,Warehouse Outlet,1
M00839,Holly Jimenez,Male,30,Tianjin,North China,Gold,2023-03-11,Warehouse Outlet,1
M00840,Jacqueline Dickerson,Male,26,Qingdao,North China,Diamond,2023-06-20,Shopping Center Warehouse,1
M00841,Carlos Johnston,Female,52,Xiamen,South China,Silver,2023-04-06,Warehouse Outlet,1
M00842,Devin Young,Female,25,Beijing,North China,Diamond,2024-01-29,Mall Warehouse,1
M00843,Charles Haley,Female,30,Chongqing,West China,Gold,2022-12-12,Shopping Center Warehouse,1
M00844,Cassandra Porter,Female,20,Nanjing,East China,Platinum,2026-05-01,Warehouse Outlet,1
M00845,Kelly Le,Female,18,Xiamen,South China,Silver,2025-06-28,Warehouse Outlet,0
M00846,Justin Bradley,Female,43,Suzhou,East China,Gold,2023-12-11,Mall Warehouse,1
M00847,Amy Cervantes,Male,18,Xi'an,West China,Gold,2024-04-03,Warehouse Outlet,1
M00848,Joanna Cook,Male,35,Shanghai,East China,Gold,2023-10-17,Warehouse Outlet,1
M00849,Tara Scott,Female,18,Shanghai,East China,Silver,2022-06-05,Warehouse Outlet,1
M00850,Sean Mccarty,Male,41,Beijing,North China,Silver,2023-02-22,Mall Warehouse,1
M00851,Mariah Thompson,Male,48,Tianjin,North China,Silver,2025-06-21,Warehouse Outlet,1
M00852,Michael Freeman,Male,31,Chongqing,West China,Gold,2025-04-18,Warehouse Outlet,1
M00853,Jane Mitchell,Unknown,37,Chongqing,West China,Gold,2024-11-15,Mall Warehouse,1
M00854,Christopher Morton,Female,27,Guangzhou,South China,Silver,2023-09-12,Warehouse Outlet,1
M00855,Laura Sweeney,Female,20,Chongqing,West China,Gold,2022-08-20,Shopping Center Warehouse,0
M00856,Darren Stewart,Male,21,Chongqing,West China,Platinum,2023-07-07,Warehouse Outlet,1
M00857,Matthew Nelson,Male,41,Shanghai,East China,Silver,2024-02-16,Community Warehouse,1
M00858,Heidi Matthews,Male,31,Xi'an,West China,Diamond,2026-03-18,Community Warehouse,1
M00859,Clinton Johnson,Female,18,Qingdao,North China,Silver,2025-04-05,Shopping Center Warehouse,1
M00860,Teresa Haynes,Female,29,Guangzhou,South China,Silver,2022-09-01,Mall Warehouse,1
M00861,Brian Brown,Female,18,Shenzhen,South China,Silver,2025-11-11,Pop-up Clearance Warehouse,1
M00862,Allison Sanders,Male,43,Qingdao,North China,Silver,2025-05-29,Warehouse Outlet,1
M00863,Dennis Moore,Female,20,Hangzhou,East China,Gold,2024-12-19,Shopping Center Warehouse,1
M00864,Ellen Wright,Female,37,Nanjing,East China,Silver,2023-06-27,Warehouse Outlet,1
M00865,Bonnie Roberson,Male,42,Xi'an,West China,Platinum,2022-06-18,Warehouse Outlet,1
M00866,Shannon Nguyen,Female,18,Nanjing,East China,Gold,2024-04-02,Community Warehouse,1
M00867,Kimberly Nelson,Male,19,Tianjin,North China,Gold,2024-02-16,Community Warehouse,1
M00868,Melissa Thompson,Unknown,27,Shenzhen,South China,Gold,2024-09-27,Warehouse Outlet,1
M00869,Madison Elliott,Female,18,Shenzhen,South China,Gold,2024-06-10,Warehouse Outlet,1
M00870,Emily Reed,Female,37,Suzhou,East China,Gold,2024-07-04,Mall Warehouse,1
M00871,Jessica Diaz,Female,43,Guangzhou,South China,Gold,2023-05-22,Warehouse Outlet,0
M00872,Aaron Ochoa,Female,27,Suzhou,East China,Silver,2025-09-27,Mall Warehouse,1
M00873,John Smith,Male,28,Qingdao,North China,Silver,2026-01-14,Community Warehouse,1
M00874,Karen Smith,Female,34,Chongqing,West China,Gold,2024-01-26,Warehouse Outlet,1
M00875,David Smith,Male,23,Shenzhen,South China,Silver,2023-11-04,Mall Warehouse,1
M00876,Justin Foster,Unknown,25,Changsha,Central China,Platinum,2023-01-01,Shopping Center Warehouse,1
M00877,Jean Gray,Male,34,Hangzhou,East China,Silver,2023-05-27,Community Warehouse,1
M00878,David Duran,Female,35,Suzhou,East China,Platinum,2025-12-27,Community Warehouse,1
M00879,Melinda Mitchell,Female,39,Hangzhou,East China,Gold,2025-04-27,Warehouse Outlet,1
M00880,Jennifer Castaneda,Female,44,Qingdao,North China,Gold,2023-01-29,Warehouse Outlet,1
M00881,Mark Williamson,Female,37,Beijing,North China,Silver,2023-06-09,Warehouse Outlet,1
M00882,Chelsea Smith,Female,39,Xi'an,West China,Gold,2022-07-19,Mall Warehouse,0
M00883,Charlene Garcia,Male,25,Shanghai,East China,Silver,2023-06-05,Warehouse Outlet,1
M00884,Monica Hall,Male,45,Suzhou,East China,Gold,2022-12-14,Warehouse Outlet,1
M00885,Glenn Collins DDS,Female,33,Hangzhou,East China,Platinum,2026-05-05,Shopping Center Warehouse,1
M00886,Rick Rivera,Female,21,Changsha,Central China,Gold,2025-09-21,Mall Warehouse,1
M00887,Amy Rowe,Female,48,Wuhan,Central China,Platinum,2022-08-20,Warehouse Outlet,1
M00888,Corey Skinner,Male,35,Hangzhou,East China,Platinum,2025-08-14,Warehouse Outlet,1
M00889,Barbara Tate,Male,36,Wuhan,Central China,Diamond,2023-05-06,Warehouse Outlet,1
M00890,Jessica Rojas,Female,41,Chongqing,West China,Silver,2022-06-25,Warehouse Outlet,1
M00891,Ray Boyd,Male,28,Nanjing,East China,Gold,2026-04-11,Warehouse Outlet,1
M00892,Michael Collins,Male,32,Beijing,North China,Silver,2023-08-22,Community Warehouse,1
M00893,Amanda Pineda,Female,36,Xiamen,South China,Silver,2024-06-07,Pop-up Clearance Warehouse,1
M00894,Mark Gonzalez,Male,35,Shanghai,East China,Gold,2025-11-24,Community Warehouse,1
M00895,Claudia Rodriguez,Male,33,Xi'an,West China,Silver,2024-11-17,Community Warehouse,1
M00896,Christopher Hill,Female,29,Hangzhou,East China,Gold,2022-10-29,Community Warehouse,1
M00897,Alexa Williams,Female,44,Chongqing,West China,Gold,2025-06-25,Mall Warehouse,1
M00898,Kyle Watson,Male,44,Shenzhen,South China,Gold,2022-09-15,Community Warehouse,1
M00899,Brandon Montgomery,Unknown,23,Tianjin,North China,Silver,2026-01-26,Pop-up Clearance Warehouse,0
M00900,Lori Brown DDS,Male,43,Qingdao,North China,Gold,2025-02-25,Warehouse Outlet,1
M00901,Beth Hall,Female,26,Shanghai,East China,Gold,2026-04-11,Community Warehouse,1
M00902,Nicole Trujillo,Female,27,Tianjin,North China,Silver,2024-02-07,Warehouse Outlet,1
M00903,Michael Howard,Male,33,Changsha,Central China,Silver,2022-11-20,Warehouse Outlet,1
M00904,Karina Kim,Male,29,Guangzhou,South China,Gold,2023-07-12,Warehouse Outlet,0
M00905,Cheryl Lopez,Male,39,Changsha,Central China,Silver,2023-09-27,Mall Warehouse,1
M00906,Denise Guerra,Female,34,Xi'an,West China,Silver,2026-01-03,Warehouse Outlet,1
M00907,Andrea Moore,Female,24,Chongqing,West China,Silver,2023-07-13,Warehouse Outlet,1
M00908,Jacob Smith,Male,18,Xiamen,South China,Diamond,2024-11-25,Pop-up Clearance Warehouse,1
M00909,Cody Smith,Male,42,Tianjin,North China,Silver,2025-10-10,Shopping Center Warehouse,1
M00910,Cynthia Le,Female,23,Chengdu,West China,Gold,2024-12-24,Community Warehouse,1
M00911,Jasmine Warren,Male,33,Nanjing,East China,Silver,2024-05-03,Warehouse Outlet,1
M00912,Lisa Morris,Male,28,Chengdu,West China,Gold,2024-11-29,Pop-up Clearance Warehouse,1
M00913,Joseph Jones,Female,30,Tianjin,North China,Gold,2025-09-09,Warehouse Outlet,1
M00914,Shane Harris,Male,35,Changsha,Central China,Gold,2024-04-16,Warehouse Outlet,1
M00915,Kenneth Huff,Female,18,Chongqing,West China,Diamond,2024-12-24,Warehouse Outlet,1
M00916,Meredith Scott,Female,23,Guangzhou,South China,Silver,2023-10-25,Community Warehouse,1
M00917,Andrea Conrad,Male,26,Shanghai,East China,Platinum,2023-03-08,Shopping Center Warehouse,0
M00918,Steve Miller PhD,Unknown,31,Wuhan,Central China,Platinum,2022-08-04,Shopping Center Warehouse,1
M00919,Teresa Perry,Male,50,Suzhou,East China,Gold,2023-10-29,Community Warehouse,1
M00920,Samantha Baker,Female,22,Wuhan,Central China,Silver,2022-07-06,Community Warehouse,1
M00921,Eric Blackburn,Male,29,Wuhan,Central China,Silver,2026-03-11,Community Warehouse,0
M00922,Neil Schmidt,Male,34,Tianjin,North China,Diamond,2023-02-08,Warehouse Outlet,1
M00923,Danielle Garrett,Female,26,Xi'an,West China,Silver,2023-01-24,Warehouse Outlet,1
M00924,Jennifer Garcia,Female,30,Wuhan,Central China,Gold,2024-11-26,Mall Warehouse,1
M00925,Jimmy Ortega,Unknown,49,Chengdu,West China,Platinum,2025-11-17,Community Warehouse,1
M00926,Christopher Morales,Male,33,Beijing,North China,Silver,2023-09-13,Mall Warehouse,1
M00927,Zachary Ramos,Female,32,Tianjin,North China,Silver,2023-10-04,Community Warehouse,1
M00928,William Nguyen,Female,35,Guangzhou,South China,Gold,2023-11-02,Warehouse Outlet,0
M00929,Jessica Swanson,Female,43,Beijing,North China,Silver,2024-10-12,Mall Warehouse,1
M00930,Cindy Cannon,Male,34,Beijing,North China,Silver,2026-01-20,Mall Warehouse,1
M00931,Tyrone West,Female,39,Suzhou,East China,Silver,2023-12-09,Pop-up Clearance Warehouse,1
M00932,Victoria Larson,Female,29,Hangzhou,East China,Platinum,2024-06-02,Warehouse Outlet,1
M00933,Elizabeth Evans MD,Female,37,Suzhou,East China,Platinum,2025-10-09,Community Warehouse,1
M00934,Rodney Norris,Female,22,Shanghai,East China,Diamond,2023-06-15,Warehouse Outlet,1
M00935,Kristie Howe,Male,18,Chengdu,West China,Silver,2022-12-20,Pop-up Clearance Warehouse,1
M00936,Henry Taylor,Female,30,Xiamen,South China,Silver,2023-10-26,Warehouse Outlet,0
M00937,Crystal Shepherd,Female,39,Nanjing,East China,Silver,2022-09-19,Mall Warehouse,1
M00938,Thomas Navarro,Male,34,Suzhou,East China,Gold,2025-03-30,Shopping Center Warehouse,1
M00939,Carrie Petersen,Female,18,Changsha,Central China,Gold,2025-02-08,Community Warehouse,1
M00940,Susan Larson,Male,24,Nanjing,East China,Gold,2023-07-20,Mall Warehouse,1
M00941,Laura Miller,Male,31,Chengdu,West China,Platinum,2022-07-28,Warehouse Outlet,1
M00942,Hannah Montoya,Male,27,Beijing,North China,Silver,2024-01-06,Mall Warehouse,1
M00943,Sheila Perez,Female,32,Suzhou,East China,Silver,2024-12-16,Shopping Center Warehouse,1
M00944,Alexandra Waters,Male,22,Shenzhen,South China,Silver,2023-11-17,Mall Warehouse,1
M00945,Andrew Fernandez,Male,44,Guangzhou,South China,Silver,2022-12-12,Mall Warehouse,1
M00946,Connie Williams,Female,18,Chongqing,West China,Gold,2025-04-10,Community Warehouse,1
M00947,Jeremy Larson,Male,18,Qingdao,North China,Diamond,2024-05-14,Mall Warehouse,0
M00948,Dylan Foster,Female,32,Shanghai,East China,Platinum,2022-11-17,Shopping Center Warehouse,1
M00949,Kenneth Williams,Male,27,Qingdao,North China,Gold,2023-12-12,Warehouse Outlet,1
M00950,Jonathan Ayala,Male,38,Xiamen,South China,Silver,2022-11-14,Warehouse Outlet,1
M00951,Justin Freeman,Female,58,Guangzhou,South China,Silver,2024-12-15,Shopping Center Warehouse,1
M00952,Luis Fitzgerald,Female,36,Chengdu,West China,Silver,2023-05-02,Community Warehouse,1
M00953,Ricardo Morris,Female,30,Beijing,North China,Silver,2026-01-17,Warehouse Outlet,1
M00954,Michael Henderson,Male,37,Chongqing,West China,Silver,2023-09-28,Community Warehouse,1
M00955,Kirk Johnson,Female,32,Hangzhou,East China,Silver,2023-07-27,Mall Warehouse,1
M00956,Lisa Branch MD,Unknown,40,Chongqing,West China,Diamond,2022-12-07,Shopping Center Warehouse,1
M00957,Robert Gonzalez,Male,29,Xiamen,South China,Gold,2023-11-05,Warehouse Outlet,1
M00958,Sarah Rodriguez,Male,26,Beijing,North China,Gold,2022-07-26,Mall Warehouse,1
M00959,Tammy Melton,Female,41,Chongqing,West China,Gold,2025-08-18,Shopping Center Warehouse,1
M00960,Michael Rodriguez,Female,34,Tianjin,North China,Silver,2024-02-24,Community Warehouse,1
M00961,Daniel Medina,Male,30,Suzhou,East China,Platinum,2023-03-01,Mall Warehouse,1
M00962,Deanna Webb,Male,51,Shanghai,East China,Gold,2025-04-08,Warehouse Outlet,0
M00963,Michael Smith,Female,30,Shanghai,East China,Gold,2024-09-05,Warehouse Outlet,1
M00964,Amanda Jackson,Unknown,44,Xi'an,West China,Silver,2023-06-26,Community Warehouse,1
M00965,Lisa Brown,Male,51,Shanghai,East China,Diamond,2024-12-19,Warehouse Outlet,1
M00966,James Nelson,Female,30,Hangzhou,East China,Silver,2025-10-03,Warehouse Outlet,1
M00967,Sharon Smith,Male,42,Shanghai,East China,Silver,2025-10-26,Warehouse Outlet,1
M00968,Crystal James,Female,29,Xi'an,West China,Gold,2026-04-03,Warehouse Outlet,1
M00969,Ethan Delacruz,Female,32,Wuhan,Central China,Silver,2024-06-22,Warehouse Outlet,1
M00970,Jonathan Ellis,Male,32,Guangzhou,South China,Gold,2026-01-20,Community Warehouse,0
M00971,David Moreno,Female,35,Shenzhen,South China,Silver,2023-09-07,Warehouse Outlet,1
M00972,Christopher Reed,Female,30,Xi'an,West China,Gold,2023-10-04,Shopping Center Warehouse,1
M00973,Cynthia Good,Female,27,Tianjin,North China,Diamond,2024-05-09,Community Warehouse,1
M00974,Lori Johns,Male,34,Wuhan,Central China,Gold,2025-11-28,Warehouse Outlet,1
M00975,Alyssa Peters,Male,32,Chongqing,West China,Gold,2023-06-21,Mall Warehouse,0
M00976,Steven Sandoval,Female,38,Nanjing,East China,Platinum,2022-09-13,Shopping Center Warehouse,1
M00977,Tyler Salazar,Male,38,Changsha,Central China,Gold,2024-11-06,Warehouse Outlet,1
M00978,David Hernandez,Male,27,Changsha,Central China,Gold,2026-03-25,Mall Warehouse,1
M00979,Erin Daniels,Female,36,Xi'an,West China,Silver,2023-03-06,Community Warehouse,1
M00980,Joshua Mcbride,Male,36,Wuhan,Central China,Gold,2025-10-19,Warehouse Outlet,1
M00981,Michael Mills,Female,31,Chongqing,West China,Silver,2022-11-21,Warehouse Outlet,1
M00982,Vanessa Thomas DVM,Male,21,Wuhan,Central China,Silver,2026-01-06,Warehouse Outlet,1
M00983,Justin Fry,Female,21,Nanjing,East China,Silver,2022-10-27,Community Warehouse,1
M00984,Shawn Acosta,Male,29,Shenzhen,South China,Gold,2025-05-30,Community Warehouse,1
M00985,Jennifer Jenkins,Female,24,Chongqing,West China,Gold,2024-02-14,Warehouse Outlet,1
M00986,Stephanie Mahoney,Unknown,34,Changsha,Central China,Silver,2023-06-12,Community Warehouse,1
M00987,Ashley Lopez,Male,43,Xiamen,South China,Gold,2025-05-25,Pop-up Clearance Warehouse,1
M00988,Debra Bradley,Female,22,Xi'an,West China,Silver,2023-04-10,Mall Warehouse,1
M00989,Michael Howard,Female,22,Chongqing,West China,Silver,2025-02-06,Shopping Center Warehouse,1
M00990,Jonathan Jacobs,Male,40,Chongqing,West China,Silver,2025-03-13,Warehouse Outlet,1
M00991,Samuel Henry,Male,28,Qingdao,North China,Gold,2022-11-24,Mall Warehouse,1
M00992,Andrew Duran,Female,47,Chengdu,West China,Silver,2022-05-29,Warehouse Outlet,1
M00993,Jason Newton,Female,27,Shenzhen,South China,Silver,2026-04-20,Mall Warehouse,1
M00994,Andrea Ho,Male,31,Suzhou,East China,Silver,2026-04-17,Warehouse Outlet,1
M00995,Katherine Nguyen,Male,21,Xiamen,South China,Gold,2024-03-06,Mall Warehouse,0
M00996,Jared Williams,Male,18,Nanjing,East China,Platinum,2025-04-16,Mall Warehouse,1
M00997,Erik Carr,Female,30,Xi'an,West China,Platinum,2025-04-26,Mall Warehouse,1
M00998,Kelly Liu,Female,43,Xiamen,South China,Silver,2025-06-30,Pop-up Clearance Warehouse,1
M00999,Jocelyn Wilcox,Female,26,Hangzhou,East China,Gold,2022-07-08,Warehouse Outlet,1
M01000,Kelly Foster PhD,Male,45,Changsha,Central China,Platinum,2024-07-30,Warehouse Outlet,1
